Team A,Team B,Team A Wins,Index A,Index B,Div A,Div B
Stack to the Future,Baboon Heart,False,35,37,4/3 Div 3,4/3 Div 3
Stack to the Future,Shake and Bake,False,35,42,4/3 Div 3,5/2 Div 1
Stack to the Future,Underwater Monkey Cowboys,True,35,36,4/3 Div 3,4/3 Div 3
Stack to the Future,Spawning Alewives,True,35,66,4/3 Div 3,5/2 Div 3
Stack to the Future,Rabbit Disc,False,35,54,4/3 Div 3,5/2 Div 3
Stack to the Future,123 Trap!,True,35,39,4/3 Div 3,4/3 Div 3
Stack to the Future,Tofu Wolf,False,35,59,4/3 Div 3,5/2 Div 3
Stack to the Future,Alpha No Beta,True,35,58,4/3 Div 3,5/2 Div 3
Stack to the Future,Top Shelf,False,35,38,4/3 Div 3,4/3 Div 3
Stack to the Future,Killer Bees,True,35,61,4/3 Div 3,5/2 Div 3
Underwater Monkey Cowboys,Tofu Wolf,True,36,59,4/3 Div 3,5/2 Div 3
Underwater Monkey Cowboys,Baboon Heart,False,36,37,4/3 Div 3,4/3 Div 3
Underwater Monkey Cowboys,Jiggy,False,36,63,4/3 Div 3,5/2 Div 3
Underwater Monkey Cowboys,Top Shelf,True,36,38,4/3 Div 3,4/3 Div 3
Underwater Monkey Cowboys,123 Trap!,True,36,39,4/3 Div 3,4/3 Div 3
Underwater Monkey Cowboys,Jiggy,True,36,63,4/3 Div 3,5/2 Div 3
Baboon Heart,Jiggy,True,37,63,4/3 Div 3,5/2 Div 3
Baboon Heart,Killer Bees,True,37,61,4/3 Div 3,5/2 Div 3
Baboon Heart,Rabbit Disc,False,37,54,4/3 Div 3,5/2 Div 3
Top Shelf,Tofu Wolf,False,38,59,4/3 Div 3,5/2 Div 3
Top Shelf,Jiggy,True,38,63,4/3 Div 3,5/2 Div 3
123 Trap!,Tofu Wolf,False,39,59,4/3 Div 3,5/2 Div 3
123 Trap!,Jiggy,True,39,63,4/3 Div 3,5/2 Div 3
SnakeCountryBromance,Shake and Bake,True,40,42,5/2 Div 1,5/2 Div 1
SnakeCountryBromance,SHRedline,True,40,51,5/2 Div 1,5/2 Div 2
Stonecutters,Shake and Bake,True,41,42,5/2 Div 1,5/2 Div 1
Stonecutters,Bacon,True,41,48,5/2 Div 1,5/2 Div 2
Stonecutters,Hucky McThrowandcatch,True,41,50,5/2 Div 1,5/2 Div 2
Stonecutters,JuJu Hex,True,41,43,5/2 Div 1,5/2 Div 2
Stonecutters,Iron Squids,True,41,53,5/2 Div 1,5/2 Div 2
Stonecutters,Get Flat Ultimate,True,41,49,5/2 Div 1,5/2 Div 2
Stonecutters,Maverick,True,41,46,5/2 Div 1,5/2 Div 2
Shake and Bake,Pink Flamingos,False,42,44,5/2 Div 1,5/2 Div 2
Shake and Bake,The Funky Bunch,False,42,52,5/2 Div 1,5/2 Div 2
Shake and Bake,Maverick,False,42,46,5/2 Div 1,5/2 Div 2
Shake and Bake,SHRedline,False,42,51,5/2 Div 1,5/2 Div 2
Shake and Bake,Iron Squids,True,42,53,5/2 Div 1,5/2 Div 2
JuJu Hex,Get Flat Ultimate,False,43,49,5/2 Div 2,5/2 Div 2
JuJu Hex,SIR!,True,43,64,5/2 Div 2,5/2 Div 3
JuJu Hex,Flying Salsa,True,43,56,5/2 Div 2,5/2 Div 3
JuJu Hex,Baba Yaga,True,43,45,5/2 Div 2,5/2 Div 2
JuJu Hex,M.O.B.,True,43,65,5/2 Div 2,5/2 Div 3
JuJu Hex,Baba Yaga,True,43,45,5/2 Div 2,5/2 Div 2
JuJu Hex,Bacon,True,43,48,5/2 Div 2,5/2 Div 2
JuJu Hex,Get Flat Ultimate,True,43,49,5/2 Div 2,5/2 Div 2
JuJu Hex,Granite State Grass Stains,True,43,55,5/2 Div 2,5/2 Div 3
JuJu Hex,Tofu Wolf,True,43,59,5/2 Div 2,5/2 Div 3
JuJu Hex,SIR!,True,43,64,5/2 Div 2,5/2 Div 3
JuJu Hex,Flying Salsa,True,43,56,5/2 Div 2,5/2 Div 3
Pink Flamingos,Rabbit Disc,True,44,54,5/2 Div 2,5/2 Div 3
Pink Flamingos,Get Flat Ultimate,True,44,49,5/2 Div 2,5/2 Div 2
Pink Flamingos,The Funky Bunch,True,44,52,5/2 Div 2,5/2 Div 2
Pink Flamingos,Bacon,True,44,48,5/2 Div 2,5/2 Div 2
Pink Flamingos,Iron Squids,True,44,53,5/2 Div 2,5/2 Div 2
Pink Flamingos,Maverick,False,44,46,5/2 Div 2,5/2 Div 2
Pink Flamingos,Demons,True,44,57,5/2 Div 2,5/2 Div 3
Pink Flamingos,SHRedline,True,44,51,5/2 Div 2,5/2 Div 2
Pink Flamingos,Hippos,True,44,47,5/2 Div 2,5/2 Div 2
Baba Yaga,Hucky McThrowandcatch,True,45,50,5/2 Div 2,5/2 Div 2
Baba Yaga,Flying Salsa,True,45,56,5/2 Div 2,5/2 Div 3
Baba Yaga,Bacon,True,45,48,5/2 Div 2,5/2 Div 2
Baba Yaga,Demons,True,45,57,5/2 Div 2,5/2 Div 3
Baba Yaga,Iron Squids,True,45,53,5/2 Div 2,5/2 Div 2
Baba Yaga,Get Flat Ultimate,True,45,49,5/2 Div 2,5/2 Div 2
Maverick,SHRedline,True,46,51,5/2 Div 2,5/2 Div 2
Maverick,Alpha No Beta,True,46,58,5/2 Div 2,5/2 Div 3
Maverick,Tofu Wolf,True,46,59,5/2 Div 2,5/2 Div 3
Maverick,Hippos,True,46,47,5/2 Div 2,5/2 Div 2
Maverick,Hucky McThrowandcatch,True,46,50,5/2 Div 2,5/2 Div 2
Maverick,Iron Squids,True,46,53,5/2 Div 2,5/2 Div 2
Maverick,Flying Salsa,True,46,56,5/2 Div 2,5/2 Div 3
Maverick,Bacon,False,46,48,5/2 Div 2,5/2 Div 2
Hippos,M.O.B.,True,47,65,5/2 Div 2,5/2 Div 3
Hippos,THEM!,True,47,62,5/2 Div 2,5/2 Div 3
Hippos,SHRedline,True,47,51,5/2 Div 2,5/2 Div 2
Hippos,SIR!,True,47,64,5/2 Div 2,5/2 Div 3
Hippos,Granite State Grass Stains,True,47,55,5/2 Div 2,5/2 Div 3
Hippos,The Funky Bunch,True,47,52,5/2 Div 2,5/2 Div 2
Hippos,Hucky McThrowandcatch,False,47,50,5/2 Div 2,5/2 Div 2
Hippos,Iron Squids,True,47,53,5/2 Div 2,5/2 Div 2
Hippos,SIR!,True,47,64,5/2 Div 2,5/2 Div 3
Hippos,Flying Salsa,True,47,56,5/2 Div 2,5/2 Div 3
Bacon,M.O.B.,True,48,65,5/2 Div 2,5/2 Div 3
Bacon,SIR!,True,48,64,5/2 Div 2,5/2 Div 3
Bacon,SIR!,True,48,64,5/2 Div 2,5/2 Div 3
Bacon,THEM!,True,48,62,5/2 Div 2,5/2 Div 3
Bacon,Get Flat Ultimate,True,48,49,5/2 Div 2,5/2 Div 2
Bacon,Flying Salsa,True,48,56,5/2 Div 2,5/2 Div 3
Get Flat Ultimate,Flying Salsa,True,49,56,5/2 Div 2,5/2 Div 3
Get Flat Ultimate,M.O.B.,True,49,65,5/2 Div 2,5/2 Div 3
Get Flat Ultimate,Spam,True,49,60,5/2 Div 2,5/2 Div 3
Get Flat Ultimate,Iron Squids,True,49,53,5/2 Div 2,5/2 Div 2
Get Flat Ultimate,SIR!,True,49,64,5/2 Div 2,5/2 Div 3
Get Flat Ultimate,Killer Bees,True,49,61,5/2 Div 2,5/2 Div 3
Get Flat Ultimate,Hucky McThrowandcatch,False,49,50,5/2 Div 2,5/2 Div 2
Get Flat Ultimate,SHRedline,False,49,51,5/2 Div 2,5/2 Div 2
Get Flat Ultimate,THEM!,True,49,62,5/2 Div 2,5/2 Div 3
Get Flat Ultimate,Granite State Grass Stains,False,49,55,5/2 Div 2,5/2 Div 3
Get Flat Ultimate,Rabbit Disc,True,49,54,5/2 Div 2,5/2 Div 3
Hucky McThrowandcatch,SHRedline,True,50,51,5/2 Div 2,5/2 Div 2
Hucky McThrowandcatch,Iron Squids,True,50,53,5/2 Div 2,5/2 Div 2
Hucky McThrowandcatch,The Funky Bunch,True,50,52,5/2 Div 2,5/2 Div 2
SHRedline,Iron Squids,True,51,53,5/2 Div 2,5/2 Div 2
SHRedline,The Funky Bunch,True,51,52,5/2 Div 2,5/2 Div 2
SHRedline,Spam,True,51,60,5/2 Div 2,5/2 Div 3
The Funky Bunch,Demons,True,52,57,5/2 Div 2,5/2 Div 3
The Funky Bunch,Rabbit Disc,True,52,54,5/2 Div 2,5/2 Div 3
The Funky Bunch,Rabbit Disc,False,52,54,5/2 Div 2,5/2 Div 3
Iron Squids,Flying Salsa,False,53,56,5/2 Div 2,5/2 Div 3
Iron Squids,Tofu Wolf,True,53,59,5/2 Div 2,5/2 Div 3
Rabbit Disc,Spam,True,54,60,5/2 Div 3,5/2 Div 3
Rabbit Disc,Granite State Grass Stains,False,54,55,5/2 Div 3,5/2 Div 3
Rabbit Disc,THEM!,True,54,62,5/2 Div 3,5/2 Div 3
Rabbit Disc,Tofu Wolf,True,54,59,5/2 Div 3,5/2 Div 3
Rabbit Disc,Spawning Alewives,True,54,66,5/2 Div 3,5/2 Div 3
Rabbit Disc,SIR!,False,54,64,5/2 Div 3,5/2 Div 3
Rabbit Disc,Spawning Alewives,True,54,66,5/2 Div 3,5/2 Div 3
Rabbit Disc,Jiggy,True,54,63,5/2 Div 3,5/2 Div 3
Rabbit Disc,Flying Salsa,False,54,56,5/2 Div 3,5/2 Div 3
Rabbit Disc,Alpha No Beta,False,54,58,5/2 Div 3,5/2 Div 3
Rabbit Disc,M.O.B.,True,54,65,5/2 Div 3,5/2 Div 3
Granite State Grass Stains,Alpha No Beta,True,55,58,5/2 Div 3,5/2 Div 3
Granite State Grass Stains,THEM!,True,55,62,5/2 Div 3,5/2 Div 3
Granite State Grass Stains,Flying Salsa,False,55,56,5/2 Div 3,5/2 Div 3
Granite State Grass Stains,Spawning Alewives,False,55,66,5/2 Div 3,5/2 Div 3
Granite State Grass Stains,Demons,True,55,57,5/2 Div 3,5/2 Div 3
Granite State Grass Stains,Spam,True,55,60,5/2 Div 3,5/2 Div 3
Flying Salsa,THEM!,True,56,62,5/2 Div 3,5/2 Div 3
Flying Salsa,M.O.B.,True,56,65,5/2 Div 3,5/2 Div 3
Flying Salsa,Spam,True,56,60,5/2 Div 3,5/2 Div 3
Flying Salsa,SIR!,True,56,64,5/2 Div 3,5/2 Div 3
Flying Salsa,Alpha No Beta,True,56,58,5/2 Div 3,5/2 Div 3
Flying Salsa,Spawning Alewives,True,56,66,5/2 Div 3,5/2 Div 3
Flying Salsa,Tofu Wolf,True,56,59,5/2 Div 3,5/2 Div 3
Flying Salsa,Killer Bees,True,56,61,5/2 Div 3,5/2 Div 3
Flying Salsa,Demons,True,56,57,5/2 Div 3,5/2 Div 3
Demons,Alpha No Beta,True,57,58,5/2 Div 3,5/2 Div 3
Demons,SIR!,True,57,64,5/2 Div 3,5/2 Div 3
Demons,Killer Bees,True,57,61,5/2 Div 3,5/2 Div 3
Demons,Spawning Alewives,True,57,66,5/2 Div 3,5/2 Div 3
Demons,Spam,False,57,60,5/2 Div 3,5/2 Div 3
Alpha No Beta,Jiggy,False,58,63,5/2 Div 3,5/2 Div 3
Alpha No Beta,THEM!,False,58,62,5/2 Div 3,5/2 Div 3
Alpha No Beta,Spam,True,58,60,5/2 Div 3,5/2 Div 3
Alpha No Beta,Spawning Alewives,True,58,66,5/2 Div 3,5/2 Div 3
Alpha No Beta,Jiggy,True,58,63,5/2 Div 3,5/2 Div 3
Alpha No Beta,Tofu Wolf,True,58,59,5/2 Div 3,5/2 Div 3
Alpha No Beta,M.O.B.,True,58,65,5/2 Div 3,5/2 Div 3
Alpha No Beta,Killer Bees,True,58,61,5/2 Div 3,5/2 Div 3
Alpha No Beta,Tofu Wolf,False,58,59,5/2 Div 3,5/2 Div 3
Alpha No Beta,SIR!,True,58,64,5/2 Div 3,5/2 Div 3
Alpha No Beta,Jiggy,True,58,63,5/2 Div 3,5/2 Div 3
Tofu Wolf,Spam,False,59,60,5/2 Div 3,5/2 Div 3
Tofu Wolf,Jiggy,True,59,63,5/2 Div 3,5/2 Div 3
Tofu Wolf,SIR!,False,59,64,5/2 Div 3,5/2 Div 3
Tofu Wolf,Spawning Alewives,True,59,66,5/2 Div 3,5/2 Div 3
Tofu Wolf,THEM!,True,59,62,5/2 Div 3,5/2 Div 3
Tofu Wolf,Jiggy,False,59,63,5/2 Div 3,5/2 Div 3
Tofu Wolf,Killer Bees,True,59,61,5/2 Div 3,5/2 Div 3
Tofu Wolf,Spam,False,59,60,5/2 Div 3,5/2 Div 3
Spam,M.O.B.,True,60,65,5/2 Div 3,5/2 Div 3
Spam,THEM!,True,60,62,5/2 Div 3,5/2 Div 3
Spam,Killer Bees,True,60,61,5/2 Div 3,5/2 Div 3
Spam,Jiggy,True,60,63,5/2 Div 3,5/2 Div 3
Spam,Jiggy,False,60,63,5/2 Div 3,5/2 Div 3
Spam,SIR!,True,60,64,5/2 Div 3,5/2 Div 3
Killer Bees,Spawning Alewives,True,61,66,5/2 Div 3,5/2 Div 3
Killer Bees,SIR!,True,61,64,5/2 Div 3,5/2 Div 3
Killer Bees,THEM!,True,61,62,5/2 Div 3,5/2 Div 3
Killer Bees,Jiggy,False,61,63,5/2 Div 3,5/2 Div 3
THEM!,M.O.B.,False,62,65,5/2 Div 3,5/2 Div 3
THEM!,Spawning Alewives,True,62,66,5/2 Div 3,5/2 Div 3
THEM!,SIR!,False,62,64,5/2 Div 3,5/2 Div 3
THEM!,Jiggy,False,62,63,5/2 Div 3,5/2 Div 3
SIR!,M.O.B.,True,64,65,5/2 Div 3,5/2 Div 3
M.O.B.,Spawning Alewives,True,65,66,5/2 Div 3,5/2 Div 3
